Date	Open	High	Low	Close	Volume	Adj Close						
27/11/2007	6180.5	6197.1	6061.8	6140.7	1522180900	6140.7	-208.4	-39.8	-1	-1	1	
26/11/2007	6262.1	6307.8	6180.5	6180.5	1213903200	6180.5	-125.7	-81.6	-1	-1	1	
23/11/2007	6155.3	6262.1	6153.6	6262.1	1164111200	6262.1	121.4	106.8	1	1	-1	
22/11/2007	6070.9	6155.3	6026.9	6155.3	1057454700	6155.3	-25.2	84.4	-1	1	1	
21/11/2007	6226.5	6226.5	6041.8	6070.9	1451986300	6070.9	-191.2	-155.6	-1	-1	0	
20/11/2007	6120.8	6227.7	6078.7	6226.5	1670833400	6226.5	71.2	105.7	1	1	-1	
19/11/2007	6291.2	6331.7	6120.8	6120.8	1376432200	6120.8	49.9	-170.4	1	-1	0	
16/11/2007	6359.6	6359.6	6283.9	6291.2	1354551300	6291.2	64.7	-68.4	1	-1	0	
15/11/2007	6432.1	6465.4	6335.5	6359.6	1247280400	6359.6	238.8	-72.5	1	-1	0	
14/11/2007	6362.4	6460.8	6362.4	6432.1	1656137200	6432.1	140.9	69.7	1	1	1	
13/11/2007	6337.9	6387.4	6279.7	6362.4	1653336000	6362.4	2.8	24.5	1	1	1	
12/11/2007	6304.9	6365.2	6268.6	6337.9	1481929600	6337.9	-94.2	33	-1	1	0	
09/11/2007	6381.9	6442.9	6268.9	6304.9	1789367800	6304.9	-57.5	-77	-1	-1	0	
08/11/2007	6385.1	6432.3	6290.3	6381.9	2131190800	6381.9	44	-3.2	1	-1	0	
07/11/2007	6474.9	6519.2	6381.3	6385.1	1154914600	6385.1	80.2	-89.8	1	-1	0	
06/11/2007	6461.4	6512.1	6456.4	6474.9	1422579600	6474.9	93	13.5	1	1	0	
05/11/2007	6530.6	6530.6	6420.4	6461.4	1413957200	6461.4	76.3	-69.2	1	-1	0	
02/11/2007	6586.1	6586.1	6483.4	6530.6	1699776400	6530.6	55.7	-55.5	1	-1	0	
01/11/2007	6721.6	6723.7	6549.7	6586.1	1488383500	6586.1	124.7	-135.5	1	-1	0	
31/10/2007	6659	6721.6	6636.9	6721.6	1679888400	6721.6	191	62.6	1	1	1	
30/10/2007	6706	6706	6653.8	6659	1470789000	6659	72.9	-47	1	-1	-1	
29/10/2007	6661.3	6726.9	6661.3	6706	1586284900	6706	-15.6	44.7	-1	1	0	
26/10/2007	6576.3	6684.1	6567.1	6661.3	2090789600	6661.3	2.3	85	1	1	0	
25/10/2007	6482	6587.6	6482	6576.3	1950013600	6576.3	-129.7	94.3	-1	1	0	
24/10/2007	6514	6550.9	6460.9	6482	1616236900	6482	-179.3	-32	-1	-1	1	
23/10/2007	6459.3	6562.7	6459.3	6514	1660006400	6514	-62.3	54.7	-1	1	-1	
22/10/2007	6527.9	6527.9	6413.4	6459.3	1579305800	6459.3	-22.7	-68.6	-1	-1	0	
19/10/2007	6609.4	6615.8	6523.6	6527.9	1785068800	6527.9	13.9	-81.5	1	-1	0	
18/10/2007	6677.7	6722	6584.9	6609.4	1739688000	6609.4	150.1	-68.3	1	-1	0	
17/10/2007	6614.3	6690.5	6594.9	6677.7	1975530600	6677.7	149.8	63.4	1	1	1	
16/10/2007	6644.5	6644.5	6596.3	6614.3	1860730400	6614.3	4.9	-30.2	1	-1	-1	
15/10/2007	6730.7	6751.7	6632.1	6644.5	1745764800	6644.5	-33.2	-86.2	-1	-1	0	
12/10/2007	6724.5	6730.7	6660	6730.7	2146771200	6730.7	116.4	6.2	1	1	0	
11/10/2007	6633	6730.1	6633	6724.5	2147272400	6724.5	80	91.5	1	1	1	
10/10/2007	6615.4	6633	6587.7	6633	1753424400	6633	-97.7	17.6	-1	1	0	
09/10/2007	6540.9	6625.3	6527.5	6615.4	1677935600	6615.4	-109.1	74.5	-1	1	0	
08/10/2007	6595.8	6605.6	6540.9	6540.9	1642300500	6540.9	-92.1	-54.9	-1	-1	1	
05/10/2007	6547.9	6605.1	6547.9	6595.8	1593592300	6595.8	-19.6	47.9	-1	1	0	
04/10/2007	6535.2	6593.3	6507.2	6547.9	1930898000	6547.9	7	12.7	1	1	0	
03/10/2007	6500.4	6542.8	6495	6535.2	2036551200	6535.2	-60.6	34.8	-1	1	0	
02/10/2007	6506.2	6567	6489.6	6500.4	2147328000	6500.4	-47.5	-5.8	-1	-1	0	
01/10/2007	6466.8	6514.5	6419.2	6506.2	1668930000	6506.2	-29	39.4	-1	1	0	
28/09/2007	6486.4	6500.4	6411.8	6466.8	2147358800	6466.8	-33.6	-19.6	-1	-1	0	
27/09/2007	6433	6508	6433	6486.4	2081502000	6486.4	-19.8	53.4	-1	1	0	
26/09/2007	6396.9	6484.4	6396.9	6433	1958384800	6433	-33.8	36.1	-1	1	0	
25/09/2007	6465.9	6465.9	6367	6396.9	2147378800	6396.9	-89.5	-69	-1	-1	0	
24/09/2007	6456.7	6494.2	6437.3	6465.9	1788563000	6465.9	32.9	9.2	1	1	0	
21/09/2007	6429	6481.6	6409.9	6456.7	2138550600	6456.7	59.8	27.7	1	1	0	
20/09/2007	6460	6460	6395.1	6429	1959086000	6429	-36.9	-31	-1	-1	0	
19/09/2007	6283.3	6512.4	6283.3	6460	2145890400	6460	3.3	176.7	1	1	0	
18/09/2007	6182.8	6298.5	6158.8	6283.3	2111940000	6283.3	-145.7	100.5	-1	1	0	
17/09/2007	6289.3	6289.3	6168	6182.8	2013260400	6182.8	-277.2	-106.5	-1	-1	1	
14/09/2007	6363.9	6363.9	6209.1	6289.3	2147180800	6289.3	6	-74.6	1	-1	1	
13/09/2007	6306.2	6374.5	6280.2	6363.9	1682212000	6363.9	181.1	57.7	1	1	0	
12/09/2007	6280.7	6317.1	6232	6306.2	1544617300	6306.2	16.9	25.5	1	1	1	
11/09/2007	6134.1	6280.7	6134.1	6280.7	1384825900	6280.7	-83.2	146.6	-1	1	0	
10/09/2007	6191.2	6232.1	6123.1	6134.1	1358041100	6134.1	-172.1	-57.1	-1	-1	0	
07/09/2007	6313.3	6342.7	6179.1	6191.2	1937698000	6191.2	-89.5	-122.1	-1	-1	1	
06/09/2007	6270.7	6327.3	6217.5	6313.3	1577759600	6313.3	179.2	42.6	1	1	0	
05/09/2007	6376.8	6390.5	6264.5	6270.7	1382927300	6270.7	79.5	-106.1	1	-1	-1	
04/09/2007	6315.2	6378	6274.9	6376.8	1354080100	6376.8	63.5	61.6	1	1	0	
03/09/2007	6303.3	6334.4	6303.2	6315.2	870994100	6315.2	44.5	11.9	1	1	0	
31/08/2007	6212	6309.5	6212	6303.3	1405717400	6303.3	-73.5	91.3	-1	1	0	
30/08/2007	6132.2	6220.8	6122.5	6212	1527847600	6212	-103.2	79.8	-1	1	0	
29/08/2007	6102.2	6137.9	6056.5	6132.2	1277810500	6132.2	-171.1	30	-1	1	-1	
28/08/2007	6220.1	6220.1	6083.9	6102.2	1251576900	6102.2	-109.8	-117.9	-1	-1	1	
24/08/2007	6196.9	6232.2	6182.4	6220.1	1064108000	6220.1	87.9	23.2	1	1	-1	
23/08/2007	6196	6287.2	6194.4	6196.9	1710798800	6196.9	94.7	0.9	1	1	0	
22/08/2007	6086.1	6196.6	6086.1	6196	1720924400	6196	-24.1	109.9	-1	1	0	
21/08/2007	6078.7	6118.9	6031.8	6086.1	1563512400	6086.1	-110.8	7.4	-1	1	0	
20/08/2007	6064.2	6163.4	6064.2	6078.7	1481372100	6078.7	-117.3	14.5	-1	1	-1	
17/08/2007	5858.9	6134	5821.7	6064.2	2146704600	6064.2	-21.9	205.3	-1	1	-1	
16/08/2007	6109.3	6109.3	5858.9	5858.9	2122855400	5858.9	-219.8	-250.4	-1	-1	0	
15/08/2007	6143.5	6143.5	6041.7	6109.3	1773176400	6109.3	45.1	-34.2	1	-1	1	
14/08/2007	6219	6264.9	6132.2	6143.5	1778694000	6143.5	284.6	-75.5	1	-1	0	
13/08/2007	6038.3	6237.8	6038.3	6219	1990652800	6219	109.7	180.7	1	1	1	
10/08/2007	6271.2	6271.2	6038.3	6038.3	2146195200	6038.3	-105.2	-232.9	-1	-1	-1	
09/08/2007	6393.9	6393.9	6228	6271.2	2146899400	6271.2	52.2	-122.7	1	-1	1	
08/08/2007	6308.8	6406.3	6308.8	6393.9	2102086800	6393.9	355.6	85.1	1	1	0	
07/08/2007	6189.1	6308.8	6189.1	6308.8	1775851600	6308.8	37.6	119.7	1	1	1	
06/08/2007	6224.3	6245.9	6161.5	6189.1	1727996400	6189.1	-204.8	-35.2	-1	-1	0	
03/08/2007	6300.3	6333.5	6212.2	6224.3	1772894000	6224.3	-84.5	-76	-1	-1	1	
02/08/2007	6250.6	6319.3	6250.6	6300.3	1864279600	6300.3	111.2	49.7	1	1	0	
01/08/2007	6360.1	6360.1	6187.2	6250.6	2124592200	6250.6	26.3	-109.5	1	-1	-1	
31/07/2007	6206.1	6361.1	6206.1	6360.1	2119510400	6360.1	59.8	154	1	1	0	
30/07/2007	6215.2	6256.5	6186.2	6206.1	1964464800	6206.1	-44.5	-9.1	-1	-1	0	
27/07/2007	6251.2	6315.2	6192.3	6215.2	2146488400	6215.2	-144.9	-36	-1	-1	0	
26/07/2007	6454.3	6474.7	6251.2	6251.2	2146439200	6251.2	45.1	-203.1	1	-1	1	
25/07/2007	6498.7	6533.6	6436.7	6454.3	1877530000	6454.3	239.1	-44.4	1	-1	0	
24/07/2007	6624.4	6624.4	6498.7	6498.7	1858650000	6498.7	247.5	-125.7	1	-1	-1	
23/07/2007	6585.2	6624.4	6583.5	6624.4	1450986400	6624.4	170.1	39.2	1	1	1	
20/07/2007	6640.2	6674.3	6580	6585.2	1648459200	6585.2	86.5	-55	1	-1	-1	
19/07/2007	6567.1	6658.8	6567.1	6640.2	1929774600	6640.2	15.8	73.1	1	1	0	
18/07/2007	6659.1	6659.1	6567.1	6567.1	1649267100	6567.1	-18.1	-92	-1	-1	0	
17/07/2007	6697.7	6698.5	6628.1	6659.1	1653158100	6659.1	18.9	-38.6	1	-1	0	
16/07/2007	6716.7	6735.8	6679.2	6697.7	1620914300	6697.7	130.6	-19	1	-1	0	
13/07/2007	6697.7	6754.1	6697.7	6716.7	1459318900	6716.7	57.6	19	1	1	1	
12/07/2007	6615.1	6697.7	6594.7	6697.7	1791645200	6697.7	0	82.6	-1	1	0	
11/07/2007	6630.9	6630.9	6574.2	6615.1	1735622400	6615.1	-101.6	-15.8	-1	-1	0	
10/07/2007	6712.7	6734.3	6620.5	6630.9	1764305200	6630.9	-66.8	-81.8	-1	-1	1	
09/07/2007	6690.1	6725.9	6690.1	6712.7	1314680000	6712.7	97.6	22.6	1	1	0	
06/07/2007	6635.2	6690.4	6635.2	6690.1	1579720000	6690.1	59.2	54.9	1	1	0	
05/07/2007	6673.1	6691.8	6625.8	6635.2	2094628800	6635.2	-77.5	-37.9	-1	-1	0	
04/07/2007	6639.8	6682.9	6639.8	6673.1	1208030100	6673.1	-17	33.3	-1	1	0	
03/07/2007	6590.6	6645.3	6590.6	6639.8	1863055200	6639.8	4.6	49.2	1	1	0	
02/07/2007	6607.9	6612.8	6570.5	6590.6	1617107900	6590.6	-82.5	-17.3	-1	-1	0	
29/06/2007	6571.3	6607.9	6519.6	6607.9	2019137800	6607.9	-31.9	36.6	-1	1	0	
28/06/2007	6527.6	6575.5	6527.6	6571.3	2141633200	6571.3	-19.3	43.7	-1	1	0	
27/06/2007	6559.3	6559.3	6496.4	6527.6	2144115800	6527.6	-80.3	-31.7	-1	-1	0	
26/06/2007	6588.4	6593.5	6539.9	6559.3	1988701200	6559.3	-12	-29.1	-1	-1	0	
25/06/2007	6567.4	6591.4	6522.3	6588.4	1919506000	6588.4	60.8	21	1	1	0	
22/06/2007	6596	6612.3	6562.2	6567.4	1591629800	6567.4	8.1	-28.6	1	-1	0	
21/06/2007	6649.3	6649.3	6563.9	6596	2146364000	6596	7.6	-53.3	1	-1	0	
20/06/2007	6650.2	6692.6	6647.6	6649.3	2139497600	6649.3	81.9	-0.9	1	-1	0	
19/06/2007	6703.5	6721.4	6650.2	6650.2	1713057600	6650.2	54.2	-53.3	1	-1	0	
18/06/2007	6732.4	6751.3	6696.8	6703.5	1300679000	6703.5	54.2	-28.9	1	-1	0	
15/06/2007	6649.9	6734.2	6649.9	6732.4	2147134000	6732.4	82.2	82.5	1	1	0	
14/06/2007	6559.6	6654.3	6559.6	6649.9	1889536400	6649.9	-53.6	90.3	-1	1	0	
13/06/2007	6520.4	6567.3	6483.6	6559.6	1925533000	6559.6	-172.8	39.2	-1	1	0	
12/06/2007	6567.5	6586.6	6513.7	6520.4	2009952200	6520.4	-129.5	-47.1	-1	-1	1	
11/06/2007	6505.1	6567.5	6505.1	6567.5	1400291000	6567.5	7.9	62.4	1	1	-1	
08/06/2007	6505.1	6519.4	6451.4	6505.1	2147079600	6505.1	-15.3	0	-1	-1	0	
07/06/2007	6522.7	6574.9	6478	6505.1	2145944400	6505.1	-62.4	-17.6	-1	-1	0	
06/06/2007	6632.8	6636.9	6511.7	6522.7	2034886600	6522.7	17.6	-110.1	1	-1	0	
05/06/2007	6664.1	6686.6	6625.7	6632.8	1790008800	6632.8	127.7	-31.3	1	-1	0	
04/06/2007	6676.7	6686.1	6641.2	6664.1	1276511200	6664.1	141.4	-12.6	1	-1	-1	
01/06/2007	6621.4	6676.7	6621.3	6676.7	1746554800	6676.7	43.9	55.3	1	1	1	
31/05/2007	6602.1	6650.2	6602.1	6621.4	2067952800	6621.4	-42.7	19.3	-1	1	0	
30/05/2007	6606.5	6606.5	6533.5	6602.1	2048075400	6602.1	-74.6	-4.4	-1	-1	0	
29/05/2007	6570.5	6613.4	6570.5	6606.5	2146616000	6606.5	-14.9	36	-1	1	0	
25/05/2007	6565.4	6575.2	6532.5	6570.5	1649747200	6570.5	-31.6	5.1	-1	1	0	
24/05/2007	6616.4	6619.5	6560.5	6565.4	2137269600	6565.4	-41.1	-51	-1	-1	0	
23/05/2007	6606.6	6643.8	6602.5	6616.4	2142740200	6616.4	45.9	9.8	1	1	0	
22/05/2007	6636.8	6641.9	6594.6	6606.6	2147420000	6606.6	41.2	-30.2	1	-1	0	
21/05/2007	6640.9	6675	6619.4	6636.8	1562307500	6636.8	20.4	-4.1	1	-1	0	
18/05/2007	6579.3	6656.3	6579.1	6640.9	1971217200	6640.9	34.3	61.6	1	1	0	
17/05/2007	6559.5	6588.7	6553.6	6579.3	1987515600	6579.3	-57.5	19.8	-1	1	0	
16/05/2007	6568.6	6578.6	6539.4	6559.5	1834992800	6559.5	-81.4	-9.1	-1	-1	0	
15/05/2007	6555.5	6579	6532.9	6568.6	2142701600	6568.6	-10.7	13.1	-1	1	0	
14/05/2007	6565.7	6596.3	6530.3	6555.5	1234021300	6555.5	-4	-10.2	-1	-1	0	
11/05/2007	6524.1	6577	6451.9	6565.7	2146800600	6565.7	-2.9	41.6	-1	1	0	
10/05/2007	6549.6	6565.1	6515	6524.1	1836226400	6524.1	-31.4	-25.5	-1	-1	0	
09/05/2007	6550.4	6592.4	6529	6549.6	1948521400	6549.6	-16.1	-0.8	-1	-1	0	
08/05/2007	6603.7	6603.7	6537.5	6550.4	1962124000	6550.4	26.3	-53.3	1	-1	0	
04/05/2007	6537.8	6614.7	6537.8	6603.7	2099882800	6603.7	54.1	65.9	1	1	0	
03/05/2007	6484.5	6542.5	6484.5	6537.8	1925600400	6537.8	-12.6	53.3	-1	1	0	
02/05/2007	6419.6	6489	6419.6	6484.5	2017407600	6484.5	-119.2	64.9	-1	1	0	
01/05/2007	6449.2	6449.2	6395.5	6419.6	1036351100	6419.6	-118.2	-29.6	-1	-1	1	
30/04/2007	6418.7	6474.7	6410.5	6449.2	1386355000	6449.2	-35.3	30.5	-1	1	-1	
27/04/2007	6469.4	6469.4	6410.6	6418.7	1877732000	6418.7	-0.9	-50.7	-1	-1	0	
26/04/2007	6461.9	6511.1	6443.7	6469.4	1688938000	6469.4	20.2	7.5	1	1	0	
25/04/2007	6429.5	6479	6429.5	6461.9	2141341200	6461.9	43.2	32.4	1	1	0	
24/04/2007	6479.7	6493.1	6408.4	6429.5	2082848400	6429.5	-39.9	-50.2	-1	-1	0	
23/04/2007	6486.8	6504.5	6466.1	6479.7	1325336900	6479.7	17.8	-7.1	1	-1	0	
20/04/2007	6440.6	6508.9	6440.6	6486.8	2142959200	6486.8	57.3	46.2	1	1	0	
19/04/2007	6449.4	6451.8	6386.2	6440.6	1447222200	6440.6	-39.1	-8.8	-1	-1	0	
18/04/2007	6497.8	6497.8	6440.8	6449.4	1490398100	6449.4	-37.4	-48.4	-1	-1	0	
17/04/2007	6516.2	6516.2	6456.4	6497.8	1558112100	6497.8	57.2	-18.4	1	-1	0	
16/04/2007	6462.4	6516.2	6462.4	6516.2	1504428800	6516.2	66.8	53.8	1	1	0	
13/04/2007	6416.4	6462.4	6416.4	6462.4	1515814000	6462.4	-35.4	46	-1	1	0	
12/04/2007	6413.3	6419.6	6376.4	6416.4	1491396500	6416.4	-99.8	3.1	-1	1	0	
11/04/2007	6417.8	6445.9	6401.9	6413.3	1995616000	6413.3	-49.1	-4.5	-1	-1	0	
10/04/2007	6397.3	6431.7	6394.3	6417.8	1604097700	6417.8	1.4	20.5	1	1	0	
05/04/2007	6364.7	6398.7	6350.3	6397.3	1373407100	6397.3	-16	32.6	-1	1	0	
04/04/2007	6366.1	6380.5	6345.9	6364.7	1749293400	6364.7	-53.1	-1.4	-1	-1	0	
03/04/2007	6315.5	6366.1	6315.5	6366.1	1816500000	6366.1	-31.2	50.6	-1	1	0	
02/04/2007	6308	6342.2	6293.9	6315.5	1360638100	6315.5	-49.2	7.5	-1	1	0	
30/03/2007	6324.2	6330	6291.1	6308	1952043600	6308	-58.1	-16.2	-1	-1	0	
29/03/2007	6267.2	6334.7	6267.2	6324.2	1534047700	6324.2	8.7	57	1	1	0	
28/03/2007	6292.6	6304.9	6250.1	6267.2	1582559700	6267.2	-40.8	-25.4	-1	-1	0	
27/03/2007	6291.9	6337.7	6276.8	6292.6	1549551200	6292.6	-31.6	0.7	-1	1	0	
26/03/2007	6339.4	6355.3	6274.1	6291.9	1766095600	6291.9	24.7	-47.5	1	-1	0	
23/03/2007	6318	6350.4	6296.6	6339.4	2052956800	6339.4	46.8	21.4	1	1	0	
22/03/2007	6256.8	6342.1	6256.8	6318	2143517800	6318	26.1	61.2	1	1	0	
21/03/2007	6220.3	6287.5	6207.7	6256.8	1776058400	6256.8	-82.6	36.5	-1	1	0	
20/03/2007	6189.4	6220.3	6159.4	6220.3	2146044000	6220.3	-97.7	30.9	-1	1	0	
19/03/2007	6130.6	6200.6	6130.6	6189.4	1827203000	6189.4	-67.4	58.8	-1	1	0	
16/03/2007	6133.2	6142.2	6094.7	6130.6	2116076000	6130.6	-89.7	-2.6	-1	-1	0	
15/03/2007	6000.7	6133.2	6000.7	6133.2	2137773200	6133.2	-56.2	132.5	-1	1	0	
14/03/2007	6161.2	6161.2	6000.7	6000.7	2147069800	6000.7	-129.9	-160.5	-1	-1	0	
13/03/2007	6233.3	6240.7	6161.2	6161.2	1595964300	6161.2	28	-72.1	1	-1	1	
12/03/2007	6245.2	6276.3	6219.3	6233.3	1355450200	6233.3	232.6	-11.9	1	-1	0	
09/03/2007	6227.7	6255.8	6190.3	6245.2	1660715000	6245.2	84	17.5	1	1	1	
08/03/2007	6156.5	6233.1	6156.5	6227.7	1542604000	6227.7	-5.6	71.2	-1	1	0	
07/03/2007	6138.5	6167.6	6106.1	6156.5	1669634300	6156.5	-88.7	18	-1	1	0	
06/03/2007	6058.7	6138.5	6058.7	6138.5	2123082800	6138.5	-89.2	79.8	-1	1	0	
05/03/2007	6116.2	6116.2	5989.6	6058.7	1913736200	6058.7	-97.8	-57.5	-1	-1	0	
02/03/2007	6116	6164.4	6085.6	6116.2	1923026800	6116.2	-22.3	0.2	-1	1	0	
01/03/2007	6171.5	6230.7	6038.9	6116	2147378000	6116	57.3	-55.5	1	-1	0	
28/02/2007	6286.1	6286.1	6166.2	6171.5	2147044800	6171.5	55.3	-114.6	1	-1	0	
27/02/2007	6434.7	6434.7	6270.5	6286.1	2044216000	6286.1	170.1	-148.6	1	-1	0	
26/02/2007	6401.5	6446.8	6401.5	6434.7	1468711700	6434.7	263.2	33.2	1	1	1	
23/02/2007	6380.9	6401.5	6357.1	6401.5	1661409800	6401.5	115.4	20.6	1	1	1	
22/02/2007	6357.1	6416	6357.1	6380.9	1757669200	6380.9	-53.8	23.8	-1	1	1	
21/02/2007	6412.3	6430.4	6352.1	6357.1	1769971000	6357.1	-44.4	-55.2	-1	-1	0	
20/02/2007	6444.4	6448.1	6392.4	6412.3	1556580500	6412.3	31.4	-32.1	1	-1	0	
19/02/2007	6419.5	6451.4	6419.5	6444.4	924726700	6444.4	87.3	24.9	1	1	0	
16/02/2007	6433.3	6439.2	6407.3	6419.5	1382320800	6419.5	7.2	-13.8	1	-1	0	
15/02/2007	6421.2	6435.3	6397.2	6433.3	1416697600	6433.3	-11.1	12.1	-1	1	0	
14/02/2007	6381.8	6421.2	6378.6	6421.2	1511242400	6421.2	1.7	39.4	1	1	0	
13/02/2007	6353.5	6381.8	6353.5	6381.8	1416286700	6381.8	-51.5	28.3	-1	1	0	
12/02/2007	6382.8	6383.1	6344.7	6353.5	1494281900	6353.5	-67.7	-29.3	-1	-1	0	
09/02/2007	6346.4	6395.4	6346.4	6382.8	1546436000	6382.8	1	36.4	1	1	0	
08/02/2007	6369.5	6375	6330.1	6346.4	1721451200	6346.4	-7.1	-23.1	-1	-1	0	
07/02/2007	6346.3	6379.8	6338.2	6369.5	1841128600	6369.5	-13.3	23.2	-1	1	0	
06/02/2007	6317.9	6369.7	6317.9	6346.3	1863241600	6346.3	-0.1	28.4	-1	1	0	
05/02/2007	6310.9	6328.9	6294.7	6317.9	1300078600	6317.9	-51.6	7	-1	1	0	
02/02/2007	6282.2	6329	6282.2	6310.9	2146065000	6310.9	-35.4	28.7	-1	1	0	
01/02/2007	6203.1	6300.3	6203.1	6282.2	2143964400	6282.2	-35.7	79.1	-1	1	0	
31/01/2007	6242	6257.3	6197.5	6203.1	2141167400	6203.1	-107.8	-38.9	-1	-1	0	
30/01/2007	6239.9	6250.1	6212.5	6242	1465861600	6242	-40.2	2.1	-1	1	-1	
29/01/2007	6228	6253.7	6216	6239.9	1514653800	6239.9	36.8	11.9	1	1	0	
26/01/2007	6269.3	6271.4	6226.4	6228	1577128300	6228	-14	-41.3	-1	-1	0	
25/01/2007	6314.8	6335.1	6262.1	6269.3	1785913600	6269.3	29.4	-45.5	1	-1	0	
24/01/2007	6227.6	6320.9	6227.6	6314.8	1875850200	6314.8	86.8	87.2	1	1	0	
23/01/2007	6218.4	6240.7	6189.2	6227.6	1502967400	6227.6	-41.7	9.2	-1	1	0	
22/01/2007	6237.2	6270.9	6215.8	6218.4	1491780800	6218.4	-96.4	-18.8	-1	-1	0	
19/01/2007	6210.3	6243.3	6178	6237.2	1463593700	6237.2	9.6	26.9	1	1	0	
18/01/2007	6204.5	6257.2	6204.5	6210.3	1867057600	6210.3	-8.1	5.8	-1	1	0	
17/01/2007	6215.7	6227	6163.5	6204.5	1854154400	6204.5	-32.7	-11.2	-1	-1	0	
16/01/2007	6263.5	6266.4	6206.4	6215.7	1613624200	6215.7	5.4	-47.8	1	-1	0	
15/01/2007	6239	6279.7	6239	6263.5	1143652900	6263.5	59	24.5	1	1	0	
12/01/2007	6230.1	6247.6	6204.3	6239	1899868000	6239	23.3	8.9	1	1	0	
11/01/2007	6160.7	6233.1	6130.2	6230.1	2147062400	6230.1	-33.4	69.4	-1	1	0	
10/01/2007	6196.1	6196.1	6142	6160.7	1881991000	6160.7	-78.3	-35.4	-1	-1	0	
09/01/2007	6194.2	6218.5	6190.4	6196.1	2143699600	6196.1	-34	1.9	-1	1	0	
08/01/2007	6220.1	6246	6187	6194.2	1326700800	6194.2	33.5	-25.9	1	-1	0	
05/01/2007	6287	6287	6220.1	6220.1	1622439200	6220.1	24	-66.9	1	-1	0	
04/01/2007	6319	6319	6261	6287	1902875400	6287	92.8	-32	1	-1	0	
03/01/2007	6310.9	6322	6296	6319	1606892600	6319	98.9	8.1	1	1	0	
02/01/2007	6220.8	6312.5	6220.8	6310.9	1074946400	6310.9	23.9	90.1	1	1	0	
29/12/2006	6240.9	6245.2	6207.6	6220.8	561961300	6220.8	-98.2	-20.1	-1	-1	0	
28/12/2006	6245.2	6258.7	6232.3	6240.9	512698400	6240.9	-70	-4.3	-1	-1	0	
27/12/2006	6190	6248.1	6190	6245.2	606891400	6245.2	24.4	55.2	1	1	0	
22/12/2006	6183.7	6191.1	6175.5	6190	475781100	6190	-50.9	6.3	-1	1	0	
21/12/2006	6198.6	6203.5	6171.2	6183.7	1068612100	6183.7	-61.5	-14.9	-1	-1	0	
20/12/2006	6203.9	6240.1	6197.9	6198.6	1203981000	6198.6	8.6	-5.3	1	-1	0	
19/12/2006	6247.4	6247.4	6192	6203.9	1408300700	6203.9	20.2	-43.5	1	-1	0	
18/12/2006	6260	6269.1	6240.1	6247.4	1254247300	6247.4	48.8	-12.6	1	-1	0	
15/12/2006	6228	6271.4	6228	6260	2140440800	6260						
14/12/2006	6192.5	6230.6	6192.5	6228	1484146900	6228						
13/12/2006	6156.4	6196.6	6149.4	6192.5	1783762800	6192.5						
12/12/2006	6159.8	6164.8	6137.8	6156.4	1653482400	6156.4						
11/12/2006	6152.4	6187	6147.1	6159.8	1405243100	6159.8						
08/12/2006	6131.5	6157.1	6106.6	6152.4	1632000300	6152.4						
07/12/2006	6090.3	6145.3	6082.8	6131.5	1715884800	6131.5						
06/12/2006	6086.4	6105.7	6068.1	6090.3	1657440700	6090.3						
05/12/2006	6050.4	6097.4	6047.1	6086.4	1747636800	6086.4						
04/12/2006	6021.5	6058.1	6019.4	6050.4	1286179500	6050.4						
01/12/2006	6048.8	6087.4	5985.2	6021.5	1805651200	6021.5						
30/11/2006	6084.4	6108.9	6043.9	6048.8	1785469200	6048.8						
29/11/2006	6025.9	6098.6	6025.9	6084.4	1725779400	6084.4						
28/11/2006	6050.1	6062.8	6011.8	6025.9	1907684800	6025.9						
27/11/2006	6122.1	6129.5	6050.1	6050.1	1663486800	6050.1						
24/11/2006	6140	6140	6068.1	6122.1	1335559800	6122.1						
23/11/2006	6160.3	6181.7	6115.1	6140	1257256000	6140						
22/11/2006	6202.6	6233.1	6146.3	6160.3	1928778000	6160.3						
21/11/2006	6204.5	6228.4	6199.7	6202.6	1665305900	6202.6						
20/11/2006	6192	6218.9	6148.3	6204.5	1583123200	6204.5						
17/11/2006	6254.9	6254.9	6178.9	6192	1553257900	6192						
16/11/2006	6229.8	6256.8	6212.1	6254.9	1756639200	6254.9						
15/11/2006	6186.6	6229.8	6186.6	6229.8	1709608400	6229.8						
14/11/2006	6194.2	6223.9	6167.3	6186.6	1724141400	6186.6						
13/11/2006	6208.4	6239.8	6171.9	6194.2	1466749800	6194.2						
10/11/2006	6231.5	6233.1	6198.6	6208.4	1540927000	6208.4						
09/11/2006	6239	6250.4	6205.1	6231.5	1941091600	6231.5						
08/11/2006	6244	6244	6205.7	6239	1555121200	6239						
07/11/2006	6224.5	6244.5	6219.7	6244	1341969400	6244						
06/11/2006	6148.1	6224.5	6146.5	6224.5	1139977800	6224.5						
03/11/2006	6149.3	6177.3	6134	6148.1	1377065100	6148.1						
02/11/2006	6149.6	6172	6112.9	6149.3	1818387200	6149.3						
01/11/2006	6129.2	6180.7	6129.2	6149.6	1631932500	6149.6						
31/10/2006	6126.8	6149.9	6110.9	6129.2	1788183600	6129.2						
30/10/2006	6160.9	6160.9	6112.9	6126.8	1366361000	6126.8						
27/10/2006	6184.8	6206	6132.7	6160.9	1589175500	6160.9						
26/10/2006	6214.6	6244.6	6179.7	6184.8	1738351600	6184.8						
